project_type,location_tier,total_area_sqft,num_floors,structure_type,material_quality,num_workers,site_condition,cost_inr,duration_days
Infrastructure,Tier3,35688,13,Prefabricated,Premium,120,Difficult,163716000.0,599.0
Industrial,Tier1,18912,19,Prefabricated,Premium,61,Difficult,152510000.0,706.0
Commercial,Tier2,19862,20,Load Bearing,Standard,113,Easy,58295000.0,463.0
Residential,Tier3,3394,5,RCC,Premium,199,Difficult,11465000.0,30.0
Industrial,Tier3,9303,4,Load Bearing,Basic,28,Difficult,12310000.0,619.0
Residential,Tier3,20290,19,RCC,Basic,158,Difficult,39778000.0,410.0
Residential,Tier2,26064,17,Steel Frame,Basic,130,Easy,62916000.0,446.0
Industrial,Tier1,45609,7,RCC,Standard,32,Moderate,154301000.0,1500.0
Infrastructure,Tier2,48570,5,Prefabricated,Basic,129,Moderate,78683000.0,569.0
Commercial,Tier1,42770,19,Prefabricated,Basic,150,Difficult,138885000.0,726.0
Industrial,Tier3,31875,18,Prefabricated,Premium,102,Moderate,143842000.0,643.0
Residential,Tier2,12139,12,Load Bearing,Standard,42,Easy,27677000.0,581.0
Industrial,Tier2,36447,8,Prefabricated,Premium,198,Difficult,172262000.0,358.0
Industrial,Tier3,9723,2,Prefabricated,Basic,55,Difficult,13884000.0,253.0
Infrastructure,Tier1,26677,11,RCC,Standard,126,Difficult,112816000.0,445.0
Infrastructure,Tier1,6125,10,Prefabricated,Premium,192,Difficult,43087000.0,65.0
Commercial,Tier3,36244,10,Prefabricated,Standard,200,Easy,84730000.0,279.0
Industrial,Tier3,35722,19,Prefabricated,Premium,71,Moderate,170760000.0,1226.0
Industrial,Tier1,38639,19,Load Bearing,Premium,190,Difficult,257204000.0,701.0
Infrastructure,Tier3,45819,1,Load Bearing,Premium,86,Moderate,114772000.0,817.0
Infrastructure,Tier3,25951,18,Prefabricated,Premium,123,Difficult,125273000.0,484.0
Infrastructure,Tier3,24362,16,Steel Frame,Standard,87,Moderate,76609000.0,608.0
Infrastructure,Tier3,35281,15,Load Bearing,Premium,92,Difficult,129860000.0,1055.0
Infrastructure,Tier3,31518,17,Steel Frame,Basic,152,Moderate,62551000.0,462.0
Infrastructure,Tier3,13214,5,Load Bearing,Standard,56,Easy,20610000.0,377.0
Industrial,Tier1,19987,7,Load Bearing,Standard,76,Moderate,65176000.0,560.0
Commercial,Tier1,17303,7,Prefabricated,Basic,98,Moderate,42380000.0,277.0
Commercial,Tier2,49774,1,Steel Frame,Premium,62,Moderate,221402000.0,984.0
Commercial,Tier2,35310,8,Prefabricated,Basic,184,Easy,71587000.0,306.0
Commercial,Tier1,14427,19,RCC,Premium,58,Easy,93400000.0,565.0
Commercial,Tier2,25313,19,Prefabricated,Premium,125,Easy,124505000.0,397.0
Industrial,Tier3,28435,9,Prefabricated,Premium,19,Easy,101489000.0,1500.0
Industrial,Tier3,39119,7,Steel Frame,Standard,46,Difficult,101912000.0,1462.0
Industrial,Tier3,38488,2,Prefabricated,Premium,85,Easy,122409000.0,560.0
Infrastructure,Tier2,24839,9,Steel Frame,Basic,140,Moderate,56555000.0,312.0
Industrial,Tier2,19026,4,Load Bearing,Standard,23,Easy,36456000.0,1494.0
Infrastructure,Tier1,38835,6,Steel Frame,Premium,126,Easy,230117000.0,483.0
Infrastructure,Tier3,13375,15,Load Bearing,Basic,83,Easy,20069000.0,402.0
Industrial,Tier1,32913,3,Load Bearing,Premium,148,Moderate,145984000.0,381.0
Commercial,Tier3,34202,3,Prefabricated,Basic,143,Moderate,49633000.0,345.0
Residential,Tier3,4231,20,Steel Frame,Standard,20,Easy,13221000.0,515.0
Industrial,Tier1,43863,18,Load Bearing,Premium,18,Easy,230760000.0,1500.0
Commercial,Tier3,20373,20,Steel Frame,Basic,192,Moderate,40558000.0,276.0
Industrial,Tier1,46393,7,Steel Frame,Standard,49,Difficult,206023000.0,1500.0
Commercial,Tier1,3283,4,Steel Frame,Premium,96,Moderate,18494000.0,47.0
Commercial,Tier3,39307,3,Steel Frame,Standard,91,Easy,78334000.0,511.0
Commercial,Tier3,27863,12,Prefabricated,Basic,167,Moderate,45166000.0,287.0
Industrial,Tier1,22710,5,Load Bearing,Premium,104,Easy,94317000.0,362.0
Commercial,Tier3,40303,19,RCC,Premium,81,Moderate,151268000.0,1455.0
Infrastructure,Tier3,28878,10,RCC,Basic,44,Moderate,44432000.0,1255.0
Industrial,Tier1,32244,12,Steel Frame,Premium,148,Difficult,236487000.0,437.0
Residential,Tier3,37921,9,Load Bearing,Basic,38,Difficult,52032000.0,1500.0
Infrastructure,Tier1,2248,4,Load Bearing,Premium,100,Moderate,9029000.0,43.0
Industrial,Tier3,49200,17,Steel Frame,Basic,9,Difficult,104369000.0,1500.0
Residential,Tier2,21397,18,RCC,Standard,97,Easy,62277000.0,477.0
Infrastructure,Tier1,1145,13,Prefabricated,Standard,126,Moderate,4739000.0,30.0
Commercial,Tier3,18059,15,RCC,Premium,141,Difficult,73947000.0,331.0
Infrastructure,Tier1,10441,7,Steel Frame,Premium,61,Difficult,72179000.0,337.0
Infrastructure,Tier2,6789,6,Steel Frame,Premium,147,Difficult,34145000.0,82.0
Industrial,Tier3,12679,12,Steel Frame,Basic,22,Easy,22335000.0,1110.0
Industrial,Tier3,22568,3,Steel Frame,Basic,23,Moderate,36220000.0,1488.0
Residential,Tier3,21076,3,Steel Frame,Standard,113,Moderate,48482000.0,257.0
Residential,Tier2,13206,10,RCC,Premium,177,Moderate,60526000.0,166.0
Residential,Tier3,31412,19,Prefabricated,Premium,72,Difficult,153301000.0,1079.0
Residential,Tier2,18610,15,Prefabricated,Standard,109,Easy,63027000.0,323.0
Infrastructure,Tier2,47163,19,RCC,Standard,37,Moderate,160923000.0,1500.0
Commercial,Tier3,24253,15,RCC,Premium,80,Moderate,95998000.0,731.0
Commercial,Tier3,14861,13,Prefabricated,Premium,145,Easy,61289000.0,176.0
Residential,Tier1,44924,14,Load Bearing,Basic,128,Easy,94765000.0,899.0
Commercial,Tier3,28867,5,Prefabricated,Basic,57,Easy,37308000.0,686.0
Commercial,Tier2,3367,9,Steel Frame,Basic,129,Difficult,8528000.0,48.0
Commercial,Tier2,11075,11,Prefabricated,Standard,136,Easy,32094000.0,136.0
Infrastructure,Tier2,43015,7,Prefabricated,Premium,71,Difficult,205384000.0,1048.0
Residential,Tier2,35173,13,Prefabricated,Premium,131,Moderate,176181000.0,500.0
Commercial,Tier3,26282,10,Prefabricated,Premium,159,Moderate,106752000.0,266.0
Commercial,Tier3,43276,19,Steel Frame,Standard,149,Moderate,132110000.0,733.0
Commercial,Tier3,22717,3,Load Bearing,Basic,139,Difficult,26330000.0,331.0
Residential,Tier3,2761,4,Load Bearing,Premium,56,Difficult,7691000.0,97.0
Infrastructure,Tier2,2275,14,RCC,Standard,163,Easy,6753000.0,31.0
Residential,Tier2,46378,1,Prefabricated,Basic,148,Easy,71553000.0,342.0
Commercial,Tier3,23264,17,Prefabricated,Premium,46,Easy,89452000.0,937.0
Industrial,Tier3,5507,8,Steel Frame,Premium,186,Difficult,23883000.0,54.0
Commercial,Tier2,38674,3,Prefabricated,Premium,107,Moderate,161970000.0,470.0
Industrial,Tier3,42770,7,RCC,Premium,147,Easy,143488000.0,529.0
Commercial,Tier2,46940,19,Steel Frame,Basic,115,Moderate,124675000.0,945.0
Industrial,Tier3,3008,10,RCC,Basic,86,Difficult,4748000.0,84.0
Commercial,Tier3,32874,5,RCC,Premium,124,Difficult,103151000.0,449.0
Residential,Tier1,28750,9,Steel Frame,Basic,103,Moderate,84728000.0,538.0
Commercial,Tier3,40446,20,Steel Frame,Premium,118,Difficult,223480000.0,862.0
Commercial,Tier3,26106,14,Steel Frame,Premium,65,Easy,119202000.0,829.0
Infrastructure,Tier3,32343,20,RCC,Basic,46,Difficult,58015000.0,1500.0
Residential,Tier3,27690,1,Load Bearing,Basic,97,Difficult,33178000.0,510.0
Industrial,Tier3,47544,17,Steel Frame,Premium,74,Easy,227709000.0,1223.0
Residential,Tier3,14815,7,Load Bearing,Premium,77,Moderate,42154000.0,362.0
Industrial,Tier2,47741,20,Load Bearing,Basic,32,Moderate,98433000.0,1500.0
Infrastructure,Tier2,15505,18,RCC,Premium,192,Easy,79638000.0,182.0
Commercial,Tier2,19364,4,Load Bearing,Basic,80,Moderate,26796000.0,431.0
Infrastructure,Tier1,32375,9,RCC,Standard,176,Moderate,113144000.0,383.0
Residential,Tier1,33086,12,Load Bearing,Standard,112,Easy,103941000.0,690.0
Infrastructure,Tier3,11207,3,Steel Frame,Standard,74,Moderate,24238000.0,237.0
Residential,Tier1,44780,9,Load Bearing,Basic,102,Moderate,99603000.0,1049.0
Industrial,Tier3,23419,13,Load Bearing,Basic,197,Difficult,39274000.0,299.0
Residential,Tier1,6236,11,RCC,Basic,184,Easy,15470000.0,62.0
Residential,Tier2,2010,12,Prefabricated,Standard,33,Easy,5797000.0,101.0
Residential,Tier2,31358,8,Prefabricated,Standard,46,Difficult,101327000.0,1176.0
Industrial,Tier2,33651,3,Steel Frame,Premium,175,Difficult,174656000.0,326.0
Infrastructure,Tier3,14837,7,Load Bearing,Basic,130,Difficult,22398000.0,265.0
Infrastructure,Tier2,43854,5,RCC,Premium,82,Difficult,176001000.0,903.0
Infrastructure,Tier1,5717,19,Prefabricated,Standard,141,Difficult,29356000.0,93.0
Commercial,Tier2,37019,3,Steel Frame,Premium,168,Easy,145685000.0,292.0
Residential,Tier3,46747,19,Prefabricated,Basic,60,Moderate,87968000.0,1500.0
Industrial,Tier3,4658,9,Prefabricated,Premium,145,Difficult,18850000.0,57.0
Commercial,Tier2,8737,2,RCC,Premium,177,Moderate,31620000.0,79.0
Residential,Tier3,31431,3,Load Bearing,Premium,176,Easy,74052000.0,286.0
Commercial,Tier1,46497,18,RCC,Standard,168,Easy,168791000.0,654.0
Infrastructure,Tier2,16299,15,Prefabricated,Basic,153,Moderate,34774000.0,224.0
Industrial,Tier2,28733,2,Steel Frame,Basic,9,Difficult,63893000.0,1500.0
Infrastructure,Tier2,12957,18,Prefabricated,Standard,105,Difficult,45903000.0,287.0
Industrial,Tier2,15901,2,Steel Frame,Premium,186,Difficult,76156000.0,134.0
Residential,Tier2,41056,15,RCC,Standard,27,Moderate,120324000.0,1500.0
Commercial,Tier3,3872,18,RCC,Standard,101,Moderate,9505000.0,102.0
Infrastructure,Tier3,27825,16,Load Bearing,Premium,53,Easy,97200000.0,1391.0
Residential,Tier2,12474,19,Prefabricated,Standard,141,Moderate,43304000.0,187.0
Residential,Tier1,46851,7,RCC,Basic,59,Moderate,109095000.0,1336.0
Commercial,Tier1,31230,4,RCC,Standard,176,Easy,82687000.0,288.0
Industrial,Tier3,8603,10,RCC,Basic,97,Easy,13188000.0,172.0
Industrial,Tier3,25852,6,RCC,Premium,11,Moderate,88589000.0,1500.0
Commercial,Tier2,7453,10,RCC,Basic,134,Difficult,14231000.0,128.0
Industrial,Tier3,10016,19,Prefabricated,Premium,158,Difficult,50146000.0,170.0
Residential,Tier2,45562,8,RCC,Basic,56,Difficult,98200000.0,1500.0
Residential,Tier2,34963,6,Prefabricated,Basic,74,Difficult,73775000.0,744.0
Commercial,Tier1,20983,13,Steel Frame,Standard,108,Moderate,95659000.0,391.0
Commercial,Tier1,42974,19,Prefabricated,Basic,98,Difficult,142346000.0,1196.0
Industrial,Tier1,32391,5,Prefabricated,Standard,69,Difficult,114966000.0,755.0
Commercial,Tier2,29119,10,Prefabricated,Basic,66,Moderate,63482000.0,716.0
Residential,Tier3,23565,10,Steel Frame,Premium,14,Moderate,105392000.0,1500.0
Commercial,Tier3,1067,1,Steel Frame,Basic,170,Easy,1628000.0,30.0
Industrial,Tier1,46377,9,Load Bearing,Premium,106,Easy,237717000.0,805.0
Infrastructure,Tier3,20843,6,Steel Frame,Basic,84,Difficult,40961000.0,397.0
Residential,Tier2,27358,3,RCC,Standard,163,Moderate,62179000.0,259.0
Residential,Tier1,22207,8,Load Bearing,Premium,128,Easy,104639000.0,324.0
Infrastructure,Tier3,22559,16,Load Bearing,Basic,45,Moderate,35329000.0,1249.0
Residential,Tier2,14709,2,Load Bearing,Basic,120,Difficult,24086000.0,220.0
Industrial,Tier3,13607,1,RCC,Basic,54,Easy,15596000.0,353.0
Commercial,Tier1,36895,12,Steel Frame,Standard,152,Easy,167557000.0,404.0
Industrial,Tier3,18647,9,RCC,Basic,142,Difficult,30598000.0,280.0
Residential,Tier3,5280,11,Prefabricated,Standard,165,Moderate,13716000.0,53.0
Infrastructure,Tier2,30001,14,RCC,Premium,86,Moderate,137809000.0,811.0
Industrial,Tier1,47352,19,RCC,Basic,47,Easy,135089000.0,1500.0
Residential,Tier3,27655,18,Prefabricated,Basic,21,Moderate,53807000.0,1500.0
Residential,Tier2,33091,15,Prefabricated,Premium,59,Difficult,182634000.0,1186.0
Residential,Tier2,41640,11,Load Bearing,Basic,30,Moderate,77044000.0,1500.0
Infrastructure,Tier1,39601,11,Load Bearing,Basic,86,Easy,83490000.0,954.0
Infrastructure,Tier3,36618,18,RCC,Basic,147,Difficult,71985000.0,702.0
Infrastructure,Tier2,1977,9,RCC,Basic,35,Easy,3471000.0,107.0
Commercial,Tier3,35280,17,Load Bearing,Premium,190,Moderate,128342000.0,531.0
Industrial,Tier2,7418,19,Prefabricated,Premium,38,Difficult,43699000.0,530.0
Commercial,Tier1,12030,1,Steel Frame,Premium,31,Easy,69084000.0,497.0
Infrastructure,Tier3,30373,3,RCC,Basic,48,Easy,36034000.0,978.0
Commercial,Tier3,2353,5,Prefabricated,Premium,10,Difficult,8044000.0,347.0
Residential,Tier2,43080,16,RCC,Standard,13,Moderate,139550000.0,1500.0
Infrastructure,Tier1,3660,17,RCC,Standard,68,Moderate,15250000.0,137.0
Industrial,Tier1,49699,15,Prefabricated,Premium,155,Easy,336767000.0,610.0
Commercial,Tier1,48875,16,Steel Frame,Basic,125,Difficult,177064000.0,903.0
Industrial,Tier2,16828,13,Prefabricated,Basic,197,Moderate,36032000.0,173.0
Residential,Tier3,38408,12,Load Bearing,Standard,119,Difficult,90193000.0,855.0
Industrial,Tier3,31296,2,Prefabricated,Premium,41,Easy,98184000.0,911.0
Infrastructure,Tier2,28171,14,Load Bearing,Premium,160,Easy,121844000.0,378.0
Residential,Tier3,40856,10,RCC,Basic,199,Difficult,64462000.0,502.0
Infrastructure,Tier2,14713,19,Steel Frame,Premium,190,Easy,90644000.0,176.0
Residential,Tier3,6543,4,Load Bearing,Premium,76,Easy,16785000.0,130.0
Commercial,Tier1,42594,20,Steel Frame,Basic,45,Moderate,157627000.0,1500.0
Commercial,Tier1,7037,7,Steel Frame,Standard,85,Difficult,29632000.0,147.0
Residential,Tier1,8124,12,Prefabricated,Standard,87,Difficult,35966000.0,184.0
Industrial,Tier3,6734,5,Prefabricated,Standard,118,Moderate,12764000.0,85.0
Commercial,Tier2,27038,18,Steel Frame,Premium,15,Easy,154129000.0,1500.0
Commercial,Tier2,16464,15,Prefabricated,Basic,108,Easy,33103000.0,280.0
Residential,Tier3,28610,17,RCC,Premium,135,Difficult,131253000.0,607.0
Residential,Tier2,21200,16,Steel Frame,Basic,138,Easy,52398000.0,309.0
Residential,Tier1,35730,13,Prefabricated,Standard,41,Difficult,174016000.0,1500.0
Infrastructure,Tier1,9158,12,Prefabricated,Standard,186,Moderate,38803000.0,84.0
Infrastructure,Tier1,21565,19,Load Bearing,Premium,50,Moderate,133508000.0,1267.0
Infrastructure,Tier2,5400,8,Prefabricated,Basic,199,Easy,10323000.0,44.0
Commercial,Tier1,5195,10,Prefabricated,Premium,57,Easy,31547000.0,157.0
Infrastructure,Tier3,42973,18,RCC,Basic,112,Difficult,81749000.0,1096.0
Industrial,Tier3,41665,18,Load Bearing,Basic,62,Easy,65702000.0,1500.0
Commercial,Tier3,40694,13,Load Bearing,Standard,124,Easy,80043000.0,753.0
Industrial,Tier1,22899,10,RCC,Premium,164,Moderate,125910000.0,292.0
Residential,Tier1,26615,6,RCC,Standard,70,Difficult,94006000.0,806.0
Industrial,Tier3,35894,12,Prefabricated,Basic,156,Difficult,67027000.0,460.0
Industrial,Tier3,22826,16,Prefabricated,Standard,79,Moderate,58400000.0,652.0
Industrial,Tier2,3060,4,Steel Frame,Basic,15,Difficult,6270000.0,351.0
Industrial,Tier3,18753,10,Prefabricated,Standard,137,Moderate,45129000.0,230.0
Commercial,Tier2,18744,6,Steel Frame,Premium,104,Difficult,95465000.0,299.0
Commercial,Tier2,23421,18,RCC,Basic,195,Difficult,55896000.0,332.0
Industrial,Tier2,40726,11,Prefabricated,Basic,113,Difficult,94461000.0,709.0
Commercial,Tier1,40303,7,Steel Frame,Basic,186,Difficult,116301000.0,416.0
Commercial,Tier3,2372,9,Steel Frame,Standard,149,Moderate,5770000.0,30.0
Industrial,Tier2,8537,15,Prefabricated,Standard,88,Moderate,27950000.0,204.0
Infrastructure,Tier1,45353,8,Load Bearing,Standard,97,Difficult,165260000.0,1023.0
Residential,Tier2,30071,3,Load Bearing,Premium,6,Difficult,115589000.0,1500.0
Residential,Tier1,19052,1,Load Bearing,Premium,175,Easy,82855000.0,166.0
Residential,Tier1,7898,4,RCC,Standard,55,Difficult,24321000.0,256.0
Industrial,Tier3,5724,8,Load Bearing,Premium,100,Moderate,16336000.0,113.0
Industrial,Tier2,10204,13,Load Bearing,Basic,42,Difficult,20039000.0,695.0
Industrial,Tier2,17083,19,Load Bearing,Standard,120,Easy,45768000.0,397.0
Industrial,Tier3,16060,15,Steel Frame,Basic,66,Difficult,36373000.0,621.0
Residential,Tier3,30663,1,Load Bearing,Premium,159,Difficult,93405000.0,315.0
Commercial,Tier3,35534,20,Prefabricated,Basic,182,Easy,66328000.0,445.0
Industrial,Tier2,47961,5,RCC,Premium,50,Easy,171341000.0,1460.0
Commercial,Tier2,40929,18,Prefabricated,Premium,43,Moderate,238785000.0,1500.0
Residential,Tier1,29558,17,Load Bearing,Standard,64,Difficult,108886000.0,1283.0
Infrastructure,Tier1,28022,18,Steel Frame,Standard,81,Moderate,138975000.0,760.0
Commercial,Tier1,40656,15,Prefabricated,Standard,200,Difficult,199657000.0,414.0
Residential,Tier1,46688,18,RCC,Standard,130,Easy,182139000.0,895.0
Infrastructure,Tier3,10457,18,Prefabricated,Standard,160,Easy,27774000.0,121.0
Commercial,Tier2,35643,10,Prefabricated,Basic,174,Moderate,78921000.0,393.0
Residential,Tier3,20911,15,Prefabricated,Premium,133,Easy,87835000.0,274.0
Infrastructure,Tier2,30646,15,Steel Frame,Standard,89,Easy,98361000.0,637.0
Infrastructure,Tier2,32385,1,Prefabricated,Standard,194,Difficult,96435000.0,218.0
Infrastructure,Tier3,33892,20,Prefabricated,Premium,192,Moderate,164542000.0,454.0
Commercial,Tier3,32000,5,RCC,Basic,74,Difficult,45200000.0,865.0
Industrial,Tier2,35369,8,Prefabricated,Basic,78,Moderate,72989000.0,668.0
Industrial,Tier2,43502,7,RCC,Premium,30,Difficult,210559000.0,1500.0
Commercial,Tier2,16719,12,Load Bearing,Premium,151,Moderate,71550000.0,293.0
Commercial,Tier1,9391,11,Prefabricated,Basic,198,Moderate,26017000.0,92.0
Commercial,Tier2,13634,16,RCC,Basic,144,Moderate,27996000.0,218.0
Industrial,Tier3,12622,6,RCC,Basic,99,Difficult,20824000.0,254.0
Industrial,Tier2,10748,14,RCC,Basic,71,Difficult,21926000.0,351.0
Commercial,Tier3,6771,11,Load Bearing,Premium,143,Easy,19684000.0,92.0
Commercial,Tier1,36744,14,Load Bearing,Standard,183,Easy,113670000.0,437.0
Residential,Tier2,7389,19,Steel Frame,Basic,91,Moderate,17991000.0,197.0
Infrastructure,Tier3,44966,20,Load Bearing,Basic,116,Easy,67393000.0,1046.0
Commercial,Tier2,22410,5,RCC,Basic,131,Moderate,36935000.0,312.0
Industrial,Tier3,11783,4,RCC,Standard,22,Moderate,21345000.0,945.0
Industrial,Tier3,40132,1,Steel Frame,Basic,39,Moderate,60705000.0,1222.0
Infrastructure,Tier1,28176,6,RCC,Standard,62,Moderate,92074000.0,824.0
Industrial,Tier3,12618,18,Load Bearing,Standard,90,Easy,25112000.0,368.0
Infrastructure,Tier1,34094,3,RCC,Premium,62,Moderate,160577000.0,837.0
Residential,Tier1,28743,2,RCC,Premium,10,Easy,141232000.0,1500.0
Commercial,Tier1,34919,2,Prefabricated,Standard,70,Moderate,115694000.0,648.0
Residential,Tier1,4565,15,RCC,Basic,23,Easy,11941000.0,464.0
Infrastructure,Tier3,5547,3,Steel Frame,Basic,197,Difficult,9352000.0,41.0
Infrastructure,Tier2,38808,7,Steel Frame,Standard,68,Moderate,131239000.0,982.0
Commercial,Tier3,40299,11,Steel Frame,Standard,56,Difficult,114008000.0,1500.0
Commercial,Tier3,17309,11,Load Bearing,Premium,25,Difficult,65833000.0,1500.0
Infrastructure,Tier1,40281,7,Load Bearing,Standard,102,Moderate,118295000.0,815.0
Infrastructure,Tier3,42756,12,RCC,Basic,157,Difficult,71082000.0,636.0
Residential,Tier1,49790,2,Prefabricated,Standard,45,Moderate,163377000.0,1475.0
Residential,Tier1,26815,13,Steel Frame,Standard,49,Difficult,137256000.0,1281.0
Residential,Tier3,14343,7,RCC,Standard,108,Difficult,34187000.0,273.0
Commercial,Tier2,8161,19,RCC,Standard,165,Easy,24072000.0,112.0
Commercial,Tier3,7543,5,Prefabricated,Basic,190,Easy,10739000.0,51.0
Commercial,Tier1,40061,2,RCC,Standard,17,Easy,115993000.0,1500.0
Industrial,Tier1,26315,3,Load Bearing,Premium,135,Moderate,112161000.0,364.0
Residential,Tier3,36462,9,Steel Frame,Premium,176,Easy,133927000.0,334.0
Residential,Tier3,41045,20,Load Bearing,Standard,171,Moderate,98028000.0,688.0
Commercial,Tier3,15125,12,RCC,Premium,65,Moderate,56390000.0,477.0
Commercial,Tier3,12302,5,Load Bearing,Basic,15,Difficult,16161000.0,1500.0
Residential,Tier2,29105,12,RCC,Basic,80,Difficult,58380000.0,942.0
Industrial,Tier3,46205,10,RCC,Basic,99,Moderate,73020000.0,941.0
Commercial,Tier2,47095,3,RCC,Standard,85,Difficult,113667000.0,949.0
Infrastructure,Tier1,20846,20,Load Bearing,Premium,13,Difficult,145242000.0,1500.0
Industrial,Tier3,48615,19,Steel Frame,Premium,159,Easy,228592000.0,626.0
Industrial,Tier1,27025,3,Steel Frame,Basic,164,Easy,63530000.0,215.0
Commercial,Tier2,23438,19,RCC,Premium,71,Easy,118885000.0,823.0
Residential,Tier1,14031,16,Steel Frame,Basic,57,Easy,45845000.0,501.0
Residential,Tier1,31362,10,Prefabricated,Premium,103,Difficult,208303000.0,558.0
Industrial,Tier2,18630,12,Prefabricated,Premium,21,Easy,85965000.0,1500.0
Commercial,Tier3,30433,17,Load Bearing,Premium,147,Difficult,109563000.0,625.0
Residential,Tier2,39862,15,RCC,Standard,156,Easy,111734000.0,534.0
Infrastructure,Tier3,25374,4,Load Bearing,Premium,117,Moderate,69544000.0,416.0
Residential,Tier1,48922,3,Prefabricated,Basic,178,Moderate,110967000.0,341.0
Infrastructure,Tier1,43281,19,Prefabricated,Premium,61,Moderate,337959000.0,1500.0
Commercial,Tier2,38760,10,Steel Frame,Premium,85,Difficult,210201000.0,897.0
Industrial,Tier2,20233,3,Prefabricated,Standard,123,Easy,49633000.0,199.0
Infrastructure,Tier1,39900,11,Steel Frame,Basic,63,Difficult,133523000.0,1337.0
Commercial,Tier3,36373,1,Load Bearing,Basic,64,Easy,38206000.0,773.0
Residential,Tier2,43118,20,Steel Frame,Basic,87,Moderate,114407000.0,1325.0
Industrial,Tier3,20492,20,Load Bearing,Premium,37,Moderate,73849000.0,1500.0
